id,school,degree,time_start,time_end
2c24aa5e-f559-4214-99b9-8f158a4a684b,Lappeenranta University of Technology,"On-going studies, Industrial Management",2010,2011
2c2e882a-97b4-4dc1-871b-ac600e608587,ACCA,Fundamental Skills,2018,
2c2e882a-97b4-4dc1-871b-ac600e608587,International association of bookkeepers,Bookkeeping and Accounting,2017,
2c2e882a-97b4-4dc1-871b-ac600e608587,Juliusz Slowacki High School in Przemysl,Mathematical Science profile,2003,2006
2c2e882a-97b4-4dc1-871b-ac600e608587,Tadeusz Kosciuszko Cracow University of Technology,Civil Engineering,2006,2010
2c3046b6-d469-4db4-b6d0-832163f6f56a,Bowie State University,,1994 – 1998,
2c3046b6-d469-4db4-b6d0-832163f6f56a,Sandra Day O’Connor College of Law at Arizona State University,Human Resources and Employment Law,2019,2021
2c3046b6-d469-4db4-b6d0-832163f6f56a,University of Maryland Eastern Shore,"Bachelor of Science (B.S.), Sociology/Criminal Justice",2001,2001
2c3112fe-0adf-4ae5-a618-9e5d1dd0c5c0,Chattanooga State Community College,"Associate of Science (A.S.), Physical Sciences",2011,2012
2c3112fe-0adf-4ae5-a618-9e5d1dd0c5c0,East Tennessee State University,"Bachelor's Degree, Health Science, Microbiology",2012,2015
2c3112fe-0adf-4ae5-a618-9e5d1dd0c5c0,Walters State Community College,Pre-Pharmacy Studies,2010,2011
2c4ef29b-f296-4b3e-9afa-664f6669f8c4,Stanford University,"Certified, Project Manager",2010,2011
2c4ef29b-f296-4b3e-9afa-664f6669f8c4,"University of California, San Diego","Bachelor of Science (BS), Mechanical Engineering",2004,2008
2c6b639c-4115-4ce2-9232-3a2ee1497345,San Diego State University,"Bachelors of Science, Mechanical Engineering",2004,2007
2c6b639c-4115-4ce2-9232-3a2ee1497345,San Diego State University,"Bachelors of Science, Mechanical Engineering",2004,2007
2c6eea9f-5298-4680-bfa6-8492519e59a0,The University of Georgia,"Bachelors, Consumer Journalism",,
2c7c7cd4-2556-4073-96f0-2cc08532ff80,Case Western Reserve University,"BS, Biomedical Engineering",2002,2007
2c865ad7-510a-46bc-a3b6-114545fcec80,University of Phoenix,"Bachelor's degree, Human Resources",,
2c8d8bcf-4b06-4173-a4c3-8badcf3b766b,University of Birmingham,"Bachelor of Science - BSc, Business Management",2016,2019
2c90df0f-a61a-46f1-a982-431e748ec32f,San Diego State University-California State University,"Master's of Public Administration, Health Law",2008,2010
2c93ec4a-7a8d-4fb8-a8f7-d8bfa2ba88e5,San Diego State University,engineering,1977,1982
2c9e76a2-bf2f-418a-a1f6-29456a3963e5,University of San Diego,,1996 – 2000,
2c9ffc93-e909-48d0-b36e-49490871ca80,University of Brighton,"GDip, Architectural Studies",2008,2013
2c9ffc93-e909-48d0-b36e-49490871ca80,University of Brighton,"MArch, Architecture",2008,2013
2c9ffc93-e909-48d0-b36e-49490871ca80,University of Plymouth,"BA, Architecture",2003,2006
2ca5dbcf-97bf-49a6-91d1-5b2cf82d992a,Guernsey Grammar School and Sixth Form Centre,,2017 – 2019,
2ca5dbcf-97bf-49a6-91d1-5b2cf82d992a,Student at Guernsey Grammar School and Sixth Form Centre,,2017 – 2019,
2ca7f3d0-b0b7-4073-ae04-0d3d82c03ec8,ISC Paris Business School,"Master 2 (M2), Juridique et fiscal",2013,2016
2ca7f3d0-b0b7-4073-ae04-0d3d82c03ec8,ISC Paris Business School,"Master 2 (M2), Juridique et fiscal",2013,2016
2ca8a3d8-fd9c-4eac-8cf7-e9a8cdd61a86,University at Buffalo,"Bachelor's degree, Exercise Physiology",,
2cb3f007-59b4-42d0-b72d-833455b64d74,University of Illinois at Chicago,"Bioengineering, Neural Engineering",2014,2019
2cb6fad1-0891-41ff-b2c5-22cdc1bf8958,Heriot-Watt University,"Bachelor of Science, Building Economics and Quantity Surveying",1978,1981
2cb6fad1-0891-41ff-b2c5-22cdc1bf8958,National University of Singapore,"Master of Science, Property and Maintenance Management",1987,1991
2cbe1260-0be3-410b-815c-39e79622ebd0,Santa Barbara City College,Biology for transfer,2016,2017
2cbe1260-0be3-410b-815c-39e79622ebd0,University of California San Diego,"Bachelor's degree, Bioinformatics",2017,2019
2cc5eea6-9077-4809-b08b-8e7812f250ad,Pretoria Boys High School,Matric Certificate,1998,2002
2cc5eea6-9077-4809-b08b-8e7812f250ad,The Voice Clinic,"Short Course, Individual Voice Programme",2018,2018
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Cape Town,"Short Course, Business Writing",2016,2017
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Cape Town,"Short Course, Digital Marketing",2016,2016
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Cape Town,"Short Course, Social Media",2016,2016
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Cape Town,"Short Course, The Fundamentals of Entrepreneurship for Emerging Markets",2016,2016
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Pretoria/Universiteit van Pretoria,"Bachelor of Commerce (B.Com.), Accounting Sciences",2003,2005
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of Pretoria/Universiteit van Pretoria,"Bachelor of Commerce Honours (B.Com Hons), Financial Management Sciences",2006,2006
2cc5eea6-9077-4809-b08b-8e7812f250ad,University of South Africa/Universiteit van Suid-Afrika,"Advanced Short Course, Business Rescue Practice",2016,2016
2cd9a6cf-3d4e-41d8-9bc2-fd26005f55ce,"College of Engineering, Trivandrum","BTech, Mechanical",1985,1989
2cd9a6cf-3d4e-41d8-9bc2-fd26005f55ce,Mahatma Gandhi University,"BS, Science",1982,1985
2cd9a6cf-3d4e-41d8-9bc2-fd26005f55ce,University of Kerala,"BE, Mechanical",1973,1989
2cdf107d-d79d-4cf7-9f54-42b8c09c01c2,Massachusetts College of Pharmacy and Health Sciences,"Master's degree, Physician Assistant",2019,2021
2cdf107d-d79d-4cf7-9f54-42b8c09c01c2,University of Maine,"Bachelor of Science (B.S.), Biochemistry with minor in Human Nutrition",2010,2014
2ce2bf03-b258-4c9a-b2c3-fe2b62d6f99d,قرآن ای کلاس,"ماجستير في القانون, إدارة مشاريع",2005,2005
2ce6170d-6a96-4b0d-90a9-b38df50e2989,McGill University,"B. Eng, Civil Engineering",1969,1975
2ce6170d-6a96-4b0d-90a9-b38df50e2989,The University of Western Ontario - Richard Ivey School of Business,M.B.A.,1979,1981
2ceb4b50-cb59-4867-9282-3f886e80065a,University of Utah - David Eccles School of Business,,2000 – 2005,
2cfd5fac-e364-453d-9e9c-5765b32d8212,Institute of Chartered Secretaries and Administrators,,,
2cfd5fac-e364-453d-9e9c-5765b32d8212,Les Quennevais School,,,
2d003197-09a1-41f7-bdc6-bfc3cd75ced2,UCSD,"Bachelors of Art, Communications",1996,2000
2d0ff7e8-c500-427c-ba66-b28bdff7c320,Calday Grange Grammar School,..,1977,1984
2d0ff7e8-c500-427c-ba66-b28bdff7c320,Calday Grange Grammar School,..,1977,1984
2d0ff7e8-c500-427c-ba66-b28bdff7c320,University of Birmingham,"MBA, Business Administration",1991,1994
2d0ff7e8-c500-427c-ba66-b28bdff7c320,University of Birmingham,"MBA, Business Administration",1991,1994
2d0ff7e8-c500-427c-ba66-b28bdff7c320,University of Nottingham,"BSC BEng, Chemical Engineering",1984,1988
2d0ff7e8-c500-427c-ba66-b28bdff7c320,University of Nottingham,"BSC BEng, Chemical Engineering",1984,1988
2d0ff7e8-c500-427c-ba66-b28bdff7c320,"University of Reading, College of Estate Management","Post Graduate Diploma in Adjudication, Law",2009,2011
2d0ff7e8-c500-427c-ba66-b28bdff7c320,"University of Reading, College of Estate Management","Post Graduate Diploma in Adjudication, Law",2009,2011
2d0ff7e8-c500-427c-ba66-b28bdff7c320,"University of Reading, College of Estate Management","Post Graduate Diploma in Arbitration, Law",2007,2008
2d0ff7e8-c500-427c-ba66-b28bdff7c320,"University of Reading, College of Estate Management","Post Graduate Diploma in Arbitration, Law",2007,2008
2d1695a0-cb65-475c-ac7f-2bc865d86326,San Diego State University,"Bachelor of Science, Cell/Cellular and Molecular Biology",2005,
2d1695a0-cb65-475c-ac7f-2bc865d86326,San Diego State University,"Single Subject Teaching Credential, Biological Sciences",2006,
2d1c903e-c1d8-4cb1-a191-0662dcfa5d70,Ashfo,,,
2d1c903e-c1d8-4cb1-a191-0662dcfa5d70,Ashford University,"Master of Arts (MA), Organizational Management",2010,2012
2d1c903e-c1d8-4cb1-a191-0662dcfa5d70,California State University San Marcos,"Bachelor of Science (B.S.), Single Subject, Social Science",2003,2007
2d1c903e-c1d8-4cb1-a191-0662dcfa5d70,Oral Roberts University,"Junior College Transfer, Parks, Recreation and Leisure Studies",1998,1999
2d1c903e-c1d8-4cb1-a191-0662dcfa5d70,Riverside Community College,"AA, General Studies",1996,1998
2d24afd8-9431-4959-9e3c-ca628c1a036c,Claremont Graduate University,"Master of Science - MS, Management Information Systems, General",,
2d24afd8-9431-4959-9e3c-ca628c1a036c,Université de Bordeaux,"DNA, Communication Studies",,
2d24afd8-9431-4959-9e3c-ca628c1a036c,"University of California, Los Angeles","B.A., Communication Studies with specialty in Mass Communications",,
2d24afd8-9431-4959-9e3c-ca628c1a036c,University of Redlands,"Certificate, Environmental Mgmt",,
2d2898e1-f1bc-459b-8563-103c1ed78a01,Beaulieu Convent School,,1999 – 2004,
2d2898e1-f1bc-459b-8563-103c1ed78a01,Hautlieu College,"Psychology, Performing Arts, Geography",2004,2006
2d2898e1-f1bc-459b-8563-103c1ed78a01,University of Portsmouth,"2.1 BSc (Hons), Sociology with Psychology",2006,2009
2d39e4ad-221e-4aae-a558-b858b2be78b1,Grand Valley State University,"Bachelor of Business Administration (B.B.A.), Business, Marketing and Sales",2013,2017
2d532042-41cd-48c4-a82a-378aef65c390,University of Plymouth,"Bachelor of Science (BSc), Ocean Science",1996,1999
2d655cbe-2498-4835-b811-ea2f7f6ef0d6,IFBL Institute and PwC Academy,"Master’s Degree; Bachelor’s Degree, Private Equity and Investment funds",2013,2013
2d655cbe-2498-4835-b811-ea2f7f6ef0d6,Sapienza Università di Roma,"Economia, Banca Assicurazione e Mercati Finanziari",2005,2008
2d655cbe-2498-4835-b811-ea2f7f6ef0d6,Sapienza Università di Roma,"Laurea Magistrale, Intermediari Finanziari Internazionali e Risk Management",2009,2012
2d6db5d4-67ba-4f47-ada2-54a7f837e5a8,Highlands Jersey,Accounting Technology/Technician and Bookkeeping,2017,2017
2d6db5d4-67ba-4f47-ada2-54a7f837e5a8,Highlands Jersey,Accounting Technology/Technician and Bookkeeping,2016,2016
2d6db5d4-67ba-4f47-ada2-54a7f837e5a8,Highlands Jersey,Accounting Technology/Technician and Bookkeeping,2016,2016
2d6db5d4-67ba-4f47-ada2-54a7f837e5a8,Various,,,
2d70273c-a724-4c68-9107-5ac4d7b73543,Jersey College for Girls,,1996 – 2010,
2d70273c-a724-4c68-9107-5ac4d7b73543,University of Surrey,"International Hospitality and Tourism Management, Hospitality and Tourism",2010,2014
2d72939d-b29b-4d98-974e-8fc0405ec7b6,Institute of Chartered Accountants,"ICAEW, Chartered Accountancy",1985,1987
2d72939d-b29b-4d98-974e-8fc0405ec7b6,The University of Sheffield,"BA Hons - Business Studies, Business",1982,1985
2d878e57-6eaa-4705-9677-3a027c541075,California Polytechnic State University-San Luis Obispo,"Bachelor of Science - BS, Experience Industry Management with a concentration in Event Planning and Management",2014,2018
2d878e57-6eaa-4705-9677-3a027c541075,Charles University in Prague,,2016 – 2016,
2d8bfe16-b38b-46ac-adfc-5f969b8d209b,Texas Tech University,"Bachelor of Arts, Broadcast Journalism, Minor in English",2004,2008
2d8bfe16-b38b-46ac-adfc-5f969b8d209b,Texas Tech University,"Bachelor of Arts, Broadcast Journalism, Minor in English",2004,2008
2daa7a65-a43c-476c-b67f-1397f3bce014,Beaulieu Convent School,,2011 – 2018,
2dbb7d6f-96ee-45bc-967c-e22f554b971c,Western New England University,"Bachelor's degree, Marketing/Marketing Management, General",1986,1990
2dbfae45-b307-4473-b9c5-cd151b19be1d,Beaumont High School,"HS Diploma, High School Diploma",1990,1994
2dbfae45-b307-4473-b9c5-cd151b19be1d,Beaumont High School,"HS Diploma, High School Diploma",1990,1994
2dbfae45-b307-4473-b9c5-cd151b19be1d,California State University-San Bernardino,"BA, Criminal Justice Administration, Psychology",1996,1999
2dbfae45-b307-4473-b9c5-cd151b19be1d,California State University-San Bernardino,"BA, Criminal Justice Administration, Psychology",1996,1999
2dc70333-0f7e-4764-84cc-88c97a643e89,"Academy of Economic Studies, Bucharest","Bachelor of Business Administration (B.B.A.), Business Administration, Accounting, Finance and Management",2006,2009
2dc70333-0f7e-4764-84cc-88c97a643e89,"Academy of Economic Studies, Bucharest","Bachelor of Business Administration (B.B.A.), Business Administration, Accounting, Finance and Management",2006,2009
2dc70333-0f7e-4764-84cc-88c97a643e89,"Academy of Economic Studies, Bucharest","Master of Science (M.Sc.), Business Administration",2009,2011
2dc70333-0f7e-4764-84cc-88c97a643e89,"Academy of Economic Studies, Bucharest","Master of Science (M.Sc.), Business Administration",2009,2011
2de6e5b0-04a0-4644-94f5-cd1750e505df,"University of California, San Diego","B.S., Bioengineering",2005,2009
2de6e5b0-04a0-4644-94f5-cd1750e505df,"University of California, San Diego","M.S., Bioengineering",2009,2011
2e02d12b-dc72-462c-ac08-07e8c2af990b,Nan Chiau Primary School,,2002 – 2007,
2e02d12b-dc72-462c-ac08-07e8c2af990b,Nanyang Polytechnic,"Diploma in Financial Informatics, Information Technology",2013,2016
2e02d12b-dc72-462c-ac08-07e8c2af990b,Pei Hwa Secondary School,,2008 – 2012,
2e02d12b-dc72-462c-ac08-07e8c2af990b,Singapore University of Social Sciences (SUSS),"Finance, General",2017,
2e15b04f-9425-461c-b85c-ff15bd42e492,Ohio University,Bachelor's Organizational Communication,1988,1992
2e2b32bb-54d9-4c6d-aac6-b3a74ec3172e,Northeastern University,Engineering,2004,2005
2e2b32bb-54d9-4c6d-aac6-b3a74ec3172e,State University of New York College at Plattsburgh,"Psychology, English",2005,2007
2e2b32bb-54d9-4c6d-aac6-b3a74ec3172e,University of East Anglia,English,2008,2008
2e323532-ec1d-4ccd-bb36-b293dca12b05,Oklahoma State University,Bachelor of Science (BS),1997,2002
2e39b4c8-1dba-477a-bf86-5d7dc043e652,UCSD,"Bachelor's degree, Aerospace, Aeronautical and Astronautical Engineering",,
2e3b1be7-cd66-41f0-aa67-857fa689ab6d,Hautlieu School,"A Levels , Business, Finance, CISI, Portuguese",2018,2020
2e3bc25e-32b1-4fbf-b706-72cd41ebe759,University of New Hampshire,"B.S, Microbiology",,
2e41196e-0981-4df4-acd3-42298b7ba994,Arizona State University,"BA, Business Administration",1996,2000
2e4c65a9-440f-4322-904e-0dd3cab3b725,ACCA,,2010,
2e4c65a9-440f-4322-904e-0dd3cab3b725,French Chamber of Commerce,"Ceritifate in Business French, Business French language",2014,2014
2e4c65a9-440f-4322-904e-0dd3cab3b725,Moscow State Institute of International Relations (University) MFA Russia MGIMO,"Bachelor’s Degree, Accounting and audit",2001,2004
2e5999a2-a2e7-4fdf-aa27-069a2d8d13ed,Chartered Accountants Ireland,"ACA, Accounting",2013,
2e5999a2-a2e7-4fdf-aa27-069a2d8d13ed,"De La Salle College, Wicklow",,2004 – 2010,
2e5999a2-a2e7-4fdf-aa27-069a2d8d13ed,University College Dublin,"Bachelor of Commerce (B.Com.), Accounting",2010,2013
2e5ab055-c5ad-4c72-ab7f-8b8941008816,Ngee Ann Polytechnic,,2006 – 2009,
2e601db3-89d1-494d-a813-ccb4ef661ce9,The University of Texas at Austin,"Biochemistry, Mathematics",,
2e90e514-c37d-4086-90d9-5a0299015c47,"Southern Illinois University, Carbondale","Master’s Degree, Quality Engineering and Management",2015,2017
2e90e514-c37d-4086-90d9-5a0299015c47,University of Southern California,"Bachelor’s Degree, Biomedical Engineering",2000,2004
2e97b0ca-afaa-431d-9068-96fc13cf614e,California State University-Long Beach - College of Business,Bachelor of Science,2000,2004
2e98672a-79e3-4f59-a79b-b6096584d8f0,Katedralskolan Växjö,"Samhällsvetenskaplig linje med inriktning språk, Romanska språk",2008,2011
2e98672a-79e3-4f59-a79b-b6096584d8f0,Katedralskolan Växjö,"Samhällsvetenskaplig linje med inriktning språk, Romanska språk",2008,2011
2e98672a-79e3-4f59-a79b-b6096584d8f0,The University of British Columbia,"Exchange semester, Economics and behavioral science",2015,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,The University of British Columbia,"Exchange semester, Economics and behavioral science",2015,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Bachelor of Political Science, Economics",2012,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Bachelor of Political Science, Economics",2012,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Bachelor of Science, Economics",2012,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Bachelor of Science, Economics",2012,2015
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Master of Science - MS, Economics",2016,2018
2e98672a-79e3-4f59-a79b-b6096584d8f0,Uppsala universitet,"Master of Science - MS, Economics",2016,2018
2e9eb099-e18c-468f-b53d-cfef5399853a,University of Colorado Boulder,"Bachelor’s Degree, Integrative Physiology, Business Minor",2014,2018
2e9eb099-e18c-468f-b53d-cfef5399853a,University of Colorado Boulder,"Bachelor’s Degree, Integrative Physiology, Business Minor",2014,2018
2eab6fee-cbbf-44ee-8e46-7949b0b2c288,University of Missouri-Columbia,"Bachelor’s Degree, Health professions/ Health Science",2011,2014
2eab6fee-cbbf-44ee-8e46-7949b0b2c288,University of Missouri-Columbia,"Bachelor’s Degree, Health professions/ Health Science",2011,2014
2eab6fee-cbbf-44ee-8e46-7949b0b2c288,University of Missouri-Columbia,"Master’s Degree, Master in Educational, School, and Counseling Psychology",2014,2015
2eab6fee-cbbf-44ee-8e46-7949b0b2c288,University of Missouri-Columbia,"Master’s Degree, Master in Educational, School, and Counseling Psychology",2014,2015
2eac830d-f66c-4f56-a6ab-48476eb7ad55,Clemson University,"Doctor of Philosophy (PhD), Industrial and Organizational Psychology",2018,2020
2eac830d-f66c-4f56-a6ab-48476eb7ad55,Clemson University,"Master's degree, Applied Psychology: Industrial-Organizational Psychology",2016,2018
2eac830d-f66c-4f56-a6ab-48476eb7ad55,Colorado State University,"Bachelor's of Science, Industrial and Organizational Psychology, Business Administration minor",2012,2016
2ebbaa56-2471-4331-88b5-62f789ea4d04,Paul VI High School,"Bachelor of Science - BS, College Prep",1983,1986
2ebbaa56-2471-4331-88b5-62f789ea4d04,Peirce College,"Associates Degree, Accounting",1987,1988
2ebbaa56-2471-4331-88b5-62f789ea4d04,Peirce College,"Bachelors Degree, Accounting",2010,2016
